_empty_0,No,Reksadana,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,1,ABF INDONESIA BOND INDEX FUND,,"Bahana TCW Investment Management, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,"ETF, Index",IDR,Tidak,"57.921,1371","0,07%","-0,21%","-0,21%","-0,01%","-2,26%","-2,99%","-3,35%","1,21%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.605.478.147.956,00","131.036.577,07",25-Mei-2005,Jun-2026,,Maks 0.30%,Rp 1.000.000,30-Jun-2026,30-Jun-2026,27-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-28T11:20:42.414367,1
,2,ALLIANZ ALPHA SECTOR ROTATION KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.237,3700","-0,53%","-2,25%","7,27%","2,75%","-11,08%","-21,50%","-18,51%","-13,64%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85.887.164.853,55","74.458.811,58",18-Agt-2010,Jun-2026,,Maks 3.00%,Rp. 100.000,30-Jun-2026,30-Jun-2026,27-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-28T11:20:42.414388,1
,3,ALLIANZ ALPHA SECTOR ROTATION KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.300,9000","-0,51%","-2,19%","7,53%","3,03%","-10,36%","-20,23%","-16,99%","-10,79%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.366.412.539,85","50.723.204,43",07-Jan-2025,Jun-2026,,,,,,27-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-28T11:20:42.414400,1
,4,ALLIANZ CAPITAL PROTECTED FUND 50,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.014,8671","0,05%","0,12%","0,47%","0,54%","-1,37%","0,19%","0,69%","0,98%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104.252.645.574,15","103.210.000,00",29-Nov-2019,Jun-2026,,,,,,27-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-28T11:20:42.414409,1
,5,ALLIANZ CAPITAL PROTECTED FUND 53,,"Allianz Global Investors Asset Management Indonesia, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Ya,"1.005,0300","0,06%","0,14%","0,53%","0,61%","-1,49%","0,23%","0,78%","0,53%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"149.964.608.424,00","150.000.000,00",31-Mar-2020,Jun-2026,,,,,,27-Jul-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1.104,2327","0,05%","0,12%","0,48%","0,55%","1,69%","3,31%","3,84%","6,92%",,,,,2026-07-28T11:20:42.414418,1
,6,ALLIANZ CAPITAL PROTECTED FUND 55,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.041,2319","0,04%","0,10%","0,37%","0,43%","1,27%","0,85%","1,21%","1,52%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.970.809.398,22","15.395.410,04",24-Sep-2020,Jun-2026,,,,,,27-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-28T11:20:42.414427,1
,7,ALLIANZ CAPITAL PROTECTED FUND 57,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.017,1036","0,05%","0,12%","0,45%","0,52%","1,10%","0,02%","0,49%","0,13%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"159.478.249.557,24","157.500.000,00",24-Jun-2021,Jun-2026,,,,,,27-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-28T11:20:42.414437,1
,8,ALLIANZ CAPITAL PROTECTED FUND 60,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Permata, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.008,9753","0,05%","0,12%","0,46%","0,53%","-0,12%","0,23%","0,71%","0,55%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200.876.194.244,56","200.000.000,00",25-Apr-2022,Jun-2026,,,,,,27-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-28T11:20:42.414447,1
,9,ALLIANZ CAPITAL PROTECTED FUND 61,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.038,5793","0,05%","0,11%","0,42%","0,48%","1,43%","1,41%","1,86%","1,47%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"620.563.543.904,13","600.022.000,00",27-Des-2022,Jun-2026,,,,,,27-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-28T11:20:42.414457,1
,10,ALLIANZ CAPITAL PROTECTED FUND 62,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.018,1196","0,05%","0,11%","0,42%","0,48%","1,44%","0,03%","0,47%","0,13%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"507.288.497.744,08","500.361.000,00",12-Des-2023,Jun-2026,,,,,,27-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-28T11:20:42.414467,1
