_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Dalam Negeri (%),Luar Negeri (%),Nilai Risiko,Catatan Risiko,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,459,CAPITAL SHARIA MONEY MARKET,IDN000316502,,"Capital Asset Management, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Pasar Uang,Sharia,IDR,Tidak,"1.535,9678","0,01%","0,08%","0,33%","0,42%","1,23%","2,43%","3,55%","4,88%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75.601.136.592,50","49.382.376,06",14-Nov-2017,Agt-2026,,Maks 2.00%,Rp 10.000,31-Agt-2026,31-Agt-2026,-,-,"1,600","Reksa Dana Syariah Capital Sharia Money Market berinvestasi pada instrumen pasar uang Syariah (deposito Syariah dan/atau sukuk dengan jatuh tempo < 1 tahun). Sehingga, risiko reksa dana tersebut dikategorikan risiko rendah. Investor memiliki pemahaman atas risiko portofolio di dalam reksa dana tersebut.",25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054525,5
,460,CIPTA ANDALAN EKUITAS,IDN000228806,,"Ciptadana Asset Management, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Saham,Konvensional,IDR,Tidak,"2.481,5400","-0,77%","-3,44%","-1,67%","-0,88%","8,52%","7,92%","2,43%","5,44%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.851.220.073,30","5.488.649,29",29-Feb-2016,Agt-2026,,Maksimum 5 %,"Rp 10,000",31-Agt-2026,31-Agt-2026,"100,00%",-,"5,000",CIPTA OVO EKUITAS akan melakukan investasi dengan komposisi portofolio investasi minimum 80% (delapan puluh persen) dan maksimum 100% (seratus persen) dari Nilai Akita Bersih pada Efek bersifat ekuitas yang diterbitkan oleh korporasi berbadan hukum Indonesia yang telah dijual dalam Penawaran Umum dan/atau diperdagangkan di Bursa Efek Indonesia;dan Minimum 0% (nol persen) dan maksimum 20% (dua puluh persen) dari Nilai Aktiva Bersih pada Efek bersifat utang yang diterbitkan oleh Pemerintah Republik Indonesia dan/atau korporasi berbadan hukum Indonesia yang telah dijual dalam Penawaran Umum dan/atau diperdagangkan di Bursa Efek Indonesia dan/atau instrumen pasar uang dalam negeri dan/atau deposito; sesuai peraturan perundang-undangan yang berlaku di Indonesia.,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054531,5
,461,CIPTA BOND,IDN000179801,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.933,7000","0,06%","-0,01%","0,31%","0,28%","2,05%","3,35%","-0,57%","1,59%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.965.973.591,05","5.169.902,89",18-Jun-2014,Agt-2026,,Maks 2.5%,Rp. 100.000,31-Agt-2026,31-Agt-2026,"100,00%",-,"2,000",CIPTA BOND akan melakukan investasi dengan komposisi portofolio investasi minimum 80% (delapan puluh persen) dari Nilai Aktiva Bersih pada Efek bersifat utang yang diterbitkan oleh Pemerintah Republik Indonesia dan/atau korporasi berbadan hukum Indonesia yang telah dijual dalam Penawaran Umum dan/atau diperdagangkan di Bursa Efek Indonesia; dan minimum 0% (nol persen) dan maksimum 20% (dua puluh persen) dari Nilai Aktiva Bersih pada instrumen pasar uang dalam negeri;sesuai peraturan perundangundangan yang berlaku di Indonesia.,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054537,5
,462,CIPTA DANA CASH,IDN000203007,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.864,4100","0,04%","0,14%","0,47%","0,57%","1,35%","2,19%","3,13%","4,46%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"524.539.586.379,84","282.667.742,93",08-Jun-2015,Agt-2026,,Maks 1.00%,Rp 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","1,000",CIPTA DANA CASH akan melakukan investasi dengan komposisi portofolio investasi 100% (seratus persen) dari Nilai Aktiva Bersih pada instrumen pasar uang dalam negeri dan/atau Efek bersifat utang yang mempunyai jatuh tempo kurang dari 1 (satu) tahun dan/atau sisa jatuh temponya tidak lebih dari 1 (satu) tahun yang telah dijual dalam Penawaran Umum dan/atau diperdagangkan di Bursa Efek Indonesia dalam mata uang Rupiah dan/atau deposito; sesuai peraturan perundang-undangan yang berlaku di Indonesia.,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054543,5
,463,CIPTA DINAMIKA,IDN000146008,,"Ciptadana Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Campuran,Konvensional,IDR,Tidak,"1.204,3300","-1,55%","-3,46%","-5,18%","-3,77%","5,48%","-3,97%","-9,09%","-8,53%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.011.886.826,13","6.307.912,26",24-Mei-2010,Agt-2026,,Max 3.5%,Rp 100.000,31-Agt-2026,31-Agt-2026,-,-,"3,000","CIPTADINAMIKA akanmelakukanmínimum1%(satupersen) danmaksimum75%(tujuh puluh lima persen)padaEfekbersifatekuitasyangditerbitkanolehKorporasi IndonesiayangdijualdalamPenawaran Umumdanataudiperdagangkandi BursaEfekdi Indonesia;mínimum5%(limapersen)danmaksimum 75%(tujuhpuluh limapersen) padaEfekbersifat utangyangdijual dalamPenawaranUmumdanatau diperdagangkandi BursaEfekdi Indonesiadanmínimum5%(limapersen) danmaksimum79%(tujuh puluhsembilanpersen) pada instrumenpasar uangdalamnegeri, sesuai denganperaturanperundang undangan yang berlaku di Indonesia.",25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054549,5
,464,CIPTA ETF INDEX LQ45,IDN000418902,,"Ciptadana Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Saham,"ETF, Index",IDR,Tidak,"72,0636","-0,38%","-3,13%","-3,71%","-3,37%","5,23%","-12,31%","-21,09%","-16,99%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.347.380.100,03","124.900.000,00",19-Nov-2019,Agt-2026,,Maksimum 1 %,1 (Satu) Satuan Kreasi,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000",-,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054556,5
,465,CIPTA GTWS EQUITY,IDN000231206,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Saham,Konvensional,IDR,Tidak,"883,3000","-1,98%","-4,76%","-6,49%","-4,68%","7,35%","-4,87%","-9,35%","-7,42%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38.462.954.863,70","40.716.678,14",03-Mar-2015,Agt-2026,,Maks 3.5%,Rp. 5.000.000.- (lima juta Rupiah),31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000","CIPTA GTWS EQUITY akan melakukan investasi dengan komposisi portofolio investasi minimum 80% (delapan puluh persen) dari Nilai Aktiva Bersih pada Efek bersifat ekuitas yang diterbitkan oleh korporasi berbadan hukum Indonesia yang telah dijual dalam Penawaran Umum dan/atau diperdagangkan di Bursa Efek Indonesia, dengan ketentuan 50% dari Efek bersifat ekuitas tersebut adalah Efek Bersifat Ekuitas Yang Likuid; dan minimum 0% (nol persen) dan maksimum 20% (dua puluh persen) dari Nilai Aktiva Bersih pada instrumen pasar uang dalam negeri; sesuai peraturan perundang-undangan yang berlaku di Indonesia.",25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054562,5
,466,CIPTA INDUSTRI INDONESIA,IDN000416401,,"Ciptadana Asset Management, PT","Bank Maybank Indonesia, Tbk, PT",Penyertaan Terbatas,Konvensional,IDR,Tidak,"988,8900","0,03%","0,24%","-2,13%","-1,94%","0,04%","0,08%","-0,08%","0,16%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,18-Des-2019,,,,,,,-,-,-,-,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054568,5
,467,CIPTA OBLIGASI PRIMA,IDN000324001,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.004,1200","-0,01%","0,23%","0,17%","0,31%","1,18%","-1,42%","-4,17%","-3,36%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.164.822.467,35","76.979.560,81",26-Jan-2018,Agt-2026,,,,,,-,-,-,-,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054574,5
,468,CIPTA OBLIGASI UNGGULAN,IDN000357605,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.023,1000","0,10%","0,17%","0,27%","0,43%","1,81%","0,37%","-2,11%","-3,19%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108.727.904.364,93","106.565.237,70",17-Des-2018,Agt-2026,,,,,,-,-,-,-,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054580,5
,469,CIPTA PRIMA,IDN000198603,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Saham,Konvensional,IDR,Tidak,"1.380,8100","-0,50%","-3,13%","-2,56%","-0,55%","10,60%","6,64%","6,70%","8,91%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.950.728.753,18","28.897.337,47",25-Mei-2015,Agt-2026,,Maks 3%,Rp. 100.000.- (seratus ribu Rupiah) min pembelian awal dan min pembelian selanjutnya.,,,-,-,-,-,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054587,5
,470,CIPTA PROTEKSI XXIX,,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.021,0600","-1,83%","-1,80%","-1,52%","-1,54%","-1,09%","-0,97%","-3,23%","0,07%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.866.546.994,00","11.445.000,00",14-Apr-2025,Agt-2026,,,,,,-,-,-,-,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054593,5
,471,CIPTA PROTEKSI XXVI,IDN000516309,,"Ciptadana Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Tidak,"1.019,1739","0,03%","0,17%","-0,12%","0,19%","-1,35%","-1,17%","-2,00%","-2,16%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.362.840.294,79","20.935.000,00",10-Okt-2023,Agt-2026,,,,,,-,-,-,-,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054599,5
,472,CIPTA PROTEKSI XXVII,,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"911,1500","0,04%","0,60%","0,36%","-0,48%","-3,27%","-5,64%","-9,72%","-11,49%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.078.894.770,94","10.000.000,00",11-Jul-2024,Agt-2026,,,,,,-,-,-,-,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054638,5
,473,CIPTA PROTEKSI XXVIII,,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.046,4300","-0,18%","-0,75%","-0,57%","0,03%","-1,04%","-2,96%","-4,22%","-4,57%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.678.737.509,05","30.100.000,00",03-Okt-2024,Agt-2026,,,,,,-,-,-,-,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054645,5
,474,CIPTA SAHAM UNGGULAN,IDN000372000,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Saham,Konvensional,IDR,Tidak,"3.676,0200","-0,47%","-2,33%","0,40%","2,10%","15,05%","14,97%","17,81%","18,38%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.385.530.974,53","8.845.113,63",18-Sep-2018,Agt-2026,,Maks 3.50%,Rp 100.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000",CIPTA SAHAM UNGGULAN akan melakukan investasi dengan komposisi portofolio investasi minimum 80% (delapan puluh persen) dan maksimum 100% (seratus persen) dari Nilai Aktiva Bersih pada Efek bersifat ekuitas yang diperdagangkan baik di dalam maupun di luar negeri; dan minimum 0% (nol persen) dan maksimum 20% (dua puluh persen) dari Nilai Aktiva Bersih pada Efek Bersifat Utang yang diperdagangkan baik di dalam maupun di luar negeri dan/atau instrumen pasar uang dalam negeri yang mempunyai jatuh tempo tidak lebih dari 1 (satu) tahun dan/atau deposito; sesuai peraturan perundang-undangan yang berlaku di Indonesia.,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054652,5
,475,CIPTA SAHAM UNGGULAN SYARIAH,IDN000357704,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Saham,Sharia,IDR,Tidak,"2.919,8500","-0,56%","-2,76%","-1,38%","2,44%","16,51%","13,98%","17,91%","19,89%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.260.536.273,17","4.816.590,60",28-Agt-2018,Agt-2026,,Maks 3.50%,"Rp 100.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000",CIPTA SAHAM UNGGULAN SYARIAH akan melakukan investasi dengan komposisi portofolio investasi sebesar minimum 80% (delapan puluh persen) dan maksimum 100% (seratus persen) dari Nilai Aktiva Bersih pada Efek Syariah bersifat ekuitas yang diperdagangkan baik di dalam maupun di luar negeri; dan minimum 0% (nol persen) dan maksimum 20% (dua puluh persen) dari Nilai Aktiva Bersih pada Efek Syariah Berpendapatan Tetap yang diperdagangkan baik di dalam maupun di luar negeri dan/atau instrumen pasar uang Syariah dalam negeri yang mempunyai jatuh tempo tidak lebih dari 1 (satu) tahun dan/atau deposito Syariah; sesuai dengan peraturan perundang-undangan yang berlaku di,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054658,5
,476,CIPTA SAKURA CASH,IDN000321700,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.428,0000","0,02%","0,11%","0,39%","0,43%","1,30%","2,04%","2,67%","3,73%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.304.362.530,25","3.728.813,94",27-Agt-2017,Agt-2026,,Maksimum 1 %,Rp 100.000,31-Jul-2026,31-Jul-2026,"100,00%","0,00%","1,000",CIPTA SAKURA CASH akan berinvestasi dengan komposisi portofolio investasi sebesar 100% (seratus persen) dari Nilai Aktiva Bersih pada instrumen pasar uang dalam negeri yang mempunyai jatuh tempo tidak lebih dari 1 (satu) tahun dan/atau Efek Bersifat Utang yang diterbitkan dengan jangka waktu tidak lebih dari 1 (satu) tahun dan/atau sisa jatuh temponya tidak lebih dari 1 (satu) tahun dan/atau deposito; sesuai peraturan perundang-undangan yang berlaku di Indonesia.,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054664,5
,477,CIPTA SAKURA EQUITY,IDN000192200,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Saham,Konvensional,IDR,Tidak,"892,1000","-2,07%","-4,81%","-6,89%","-5,07%","7,36%","-5,65%","-10,37%","-9,69%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.437.960.352,92","11.937.809,28",11-Des-2014,Agt-2026,,Maks 3.5%,"Rp. 100.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000",CIPTA SAKURA EQUITY akan melakukan investasi dengan komposisi portofolio investasi minimum 80% (delapan puluh persen) dari Nilai Aktiva Bersih pada Efek bersifat ekuitas yang diterbitkan oleh korporasi berbadan hukum Indonesia yang telah dijual dalam Penawaran Umum dan/atau diperdagangkan di Bursa Efek Indonesia; dan minimum 0% (nol persen) dan maksimum 20% (dua puluh persen) dari Nilai Aktiva Bersih pada instrumen pasar uang dalam negeri; sesuai peraturan perundang -undangan yang berlaku di Indonesia.,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054671,5
,478,CIPTA STRATEGIC FIXED INCOME,IDN000587706,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.002,9200","0,05%","0,07%","0,29%",-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.253.621.002,28","10.251.000,00",28-Agt-2026,Agt-2026,,,,,,-,-,-,-,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054677,5
,479,CIPTA SYARIAH BALANCE,IDN000080504,,"Ciptadana Asset Management, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Campuran,Sharia,IDR,Tidak,"1.912,9500","0,00%","0,00%","0,00%","0,39%","7,19%","7,83%","7,11%","8,24%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00","0,00",18-Apr-2008,Agt-2026,,Max 3.50%,Rp 10.000,31-Jul-2026,31-Jul-2026,"100,00%",-,"3,000","CIPTA SYARIAH BALANCE adalah minimum 5% dan maksimum 75% pada Efek Ekuitas, minimum 5% dan maksimum 75% pada Efek bersifat utang, serta minimum 5% dan maksimum 75% pada instrumen Pasar Uang.",26-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054684,5
,480,CIPTA SYARIAH EQUITY,IDN000080405,,"Ciptadana Asset Management, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Saham,Sharia,IDR,Tidak,"1.752,6200","-0,68%","-3,48%","-2,09%","-0,68%","10,15%","2,85%","4,20%","7,52%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.222.526.256,63","4.034.801,78",18-Apr-2008,Agt-2026,,Max 3.50%,Rp. 10.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000",CIPTA SYARIAH EQUITY adalah minimum 80% dan maksimum 100% pada Efek Ekuitas serta minimum 0% dan maksimum 20% pada instrumen Pasar Uang.,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054690,5
,481,CITRA DANA BERIMBANG,IDN000297405,,"Sucorinvest Asset Management, PT",PT Bank HSBC Indonesia,Campuran,Konvensional,IDR,Tidak,"2.944,8700","-0,82%","-3,06%","-2,55%","-1,87%","4,21%","-5,96%","-10,29%","11,42%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"188.060.058.757,00","62.230.039,88",16-Agt-2017,Agt-2026,,Maks 3.00%,"Rp 100,000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000","Reksa dana SCDB berinvestasi pada kombinasi efek ekuitas, efek hutang, dan Reksa dana SCDB berinvestasi pada kombinasi efek ekuitas, efek hutang, dan instrumen pasar uang dalam negeri &/ EBU yang diterbitkan JW <1 thn termasuk instrumen pasar uang dalam negeri &/ EBU yang diterbitkan JW <1 thn termasuk setara kas. Investor memiliki risiko atas likuiditas portofolio dan berkurangnya setara kas. Investor memiliki risiko atas likuiditas portofolio dan berkurangnya nilai investasi.",25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054696,5
,482,DANA INVESTASI REAL ESTAT CIPTADANA PROPERTI INDUSTRI INDONESIA,,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",DIRE & DINFRA,Konvensional,IDR,Tidak,"2.122,0400","0,00%","0,00%","0,00%","0,70%","5,55%","7,05%","8,51%","9,04%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,28-Feb-2025,,,,,,,-,-,-,-,31-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054702,5
,483,DANA INVESTASI REAL ESTAT CIPTADANA PROPERTI PERHOTELAN PADJAJARAN,IDX000000303,,"Ciptadana Asset Management, PT","Bank Cimb Niaga, Tbk, PT",DIRE & DINFRA,Konvensional,IDR,Tidak,"78,6100","0,00%","0,00%","0,00%","0,14%","-6,32%","-8,17%","-8,19%","-7,87%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,27-Des-2018,,,"Maksimum 0,15 %",1 Lot,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","3,000",DIRE Ciptadana Properti Perhotelan Padjajaran akan melakukan investasi dengan komposisi portofolio investasi minimum 80% (delapan puluh persen) dari Nilai Aktiva Bersih pada Aset Real Estat; dan maksimum 20% (dua puluh persen) dari Nilai Aktiva Bersih pada Aset Yang Berkaitan Dengan Real Estat dan/atau Instrumen Pasar Uang dan/atau Portofolio Efek berupa Efek yang diterbitkan di dalam negeri dan/atau instrumen keuangan lain yang memperoleh penetapan OJK sebagai Efek. Manajer Investasi dapat mengalokasikan  maksimum 20% (dua puluh persen) dari Nilai Aktiva Bersih pada kas atau setara kas dalam DIRE Ciptadana Properti Perhotelan Padjajaran.,31-Agt-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054708,5
,484,DANA OBLIGASI STABIL,IDN000027109,,"Samuel Aset Manajemen, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"7.149,9315","-0,01%","-0,04%","-0,04%","-0,06%","1,65%","1,58%","1,14%","2,50%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"193.338.591.287,86","27.029.460,24",27-Jul-2005,Agt-2026,,Maks 1%,Rp 250.000.000.- (dua ratus lima puluh juta Rupiah) min pembelian awal dan Rp 100.000.000.- (seratus juta Rupiah) min pembelian selanjutnya.,31-Agt-2026,31-Agt-2026,-,-,"5,000",risiko sedang,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054714,5
,485,DANA PASTI,IDN000014701,,"Equity Aset Manajemen, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"5.732,0500","0,01%","0,06%","0,22%","0,27%","0,98%","1,65%","2,40%","3,97%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.548.900.714,70","1.844.334,37",13-Okt-2003,Agt-2026,,Min 1.00% - Maks 1.50%,"Rp. 250.000,- (dua ratus lima puluh ribu rupiah)",31-Agt-2026,31-Agt-2026,-,-,"3,000",Reksa Dana Dana Pasti berinvestasi pada Efek Bersifat Utang dengan kategori  berisiko Moderat,25-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-26T13:41:19.054721,5
