_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Dalam Negeri (%),Luar Negeri (%),Nilai Risiko,Catatan Risiko,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,145,BAHANA OBLIGASI GANESHA KELAS G,IDN000008000,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"4.450,2400","-0,10%","-0,04%","-0,27%","0,40%","0,56%","-3,05%","-5,03%","-5,64%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.808.660.151.771,51","405.321.496,44",13-Mei-2004,Agt-2026,,Maks  2.00%,Rp. 100.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","3,000","Menghindari investasi risiko tinggi, ingin kestabilan, ingin  pendapatan tetap dalam jangka waktu satu hingga dua  tahun.",11-Sep-2026,"4.942,8204","-0,10%","-0,04%","-0,27%","0,90%","2,04%","3,41%","2,32%","3,75%",,,,,"4.771,5300","-0,10%","-0,03%","-0,25%","0,84%","1,91%","-0,18%","-1,19%","0,17%",,,,,2026-09-12T12:44:27.179140,2
,146,BAHANA OBLIGASI GANESHA KELAS I,IDN000488103,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"1.035,3600","-0,10%","-0,01%","-0,23%","0,56%","1,00%","-2,28%","-4,02%","-4,21%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"459.113.529.852,91","442.421.695,32",20-Sep-2022,Agt-2026,,Maks 2%,Rp 100.000.000,,,-,-,-,-,11-Sep-2026,"1.176,8179","-0,10%","-0,01%","-0,23%","1,02%","2,40%","4,14%","3,32%","5,20%",,,,,"1.133,7120","-0,09%","-0,01%","-0,21%","0,93%","2,20%","0,47%","-0,27%","1,48%",,,,,2026-09-12T12:44:27.179150,2
,147,BAHANA OBLIGASI KEHATI LESTARI KELAS G,IDN000046208,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"2.954,9400","-0,22%","-0,15%","-0,59%","0,89%","3,06%","-0,06%","-2,12%","0,09%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"162.940.050.774,14","54.816.150,08",16-Apr-2007,Agt-2026,,Maks 3.00%,Rp. 100.000.-,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","4,000",Sedang. Toleran terhadap investasi dan risiko tinggi namun ingin menghindari fluktuasi harga dalam jangka waktu tiga hingga lima tahun.,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179161,2
,148,BAHANA OPTIMA BALANCE FUND KELAS G,,,"Bahana TCW Investment Management, PT","KEB Hana Bank Indonesia, PT",Campuran,Konvensional,IDR,Tidak,"1.022,9000","-0,21%","-0,19%","-0,41%","0,82%","2,19%",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.272.512.387,61","10.000.960,00",22-Mei-2026,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179171,2
,149,BAHANA OVANTIS PROTECTED FUND 244,IDN000581501,,"Bahana TCW Investment Management, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.007,2100","0,01%","0,08%","0,13%","0,37%","-0,56%","0,56%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"502.948.323.760,82","500.000.915,08",25-Feb-2026,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179178,2
,150,BAHANA PASAR UANG AMANAH ABADI SYARIAH,IDN000480209,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pasar Uang,Sharia,IDR,Tidak,"1.185,7200","0,02%","0,10%","0,16%","0,44%","1,25%","2,24%","2,97%","4,29%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"275.212.238.140,25","232.465.520,79",15-Jul-2022,Agt-2026,,,,29-Sep-2025,30-Sep-2025,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179184,2
,151,BAHANA PENDAPATAN TETAP ABADI 2,IDN000009404,,"Bahana TCW Investment Management, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Ya,"2.718,8700","-0,30%","-0,13%","-0,58%","0,96%","1,45%","-1,86%","-4,39%","-3,91%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.451.357.730.453,00","530.731.413,16",10-Feb-2004,Agt-2026,,"1,50%",Rp 10.000.000,30-Mar-2016,,-,-,-,-,11-Sep-2026,"3.021,1084","-0,30%","-0,13%","-0,58%","0,96%","6,46%","2,99%","1,32%","3,65%",,,,,"2.922,0479","-0,28%","-0,13%","-0,54%","0,89%","2,90%","-0,28%","-1,81%","0,37%",,,,,2026-09-12T12:44:27.179190,2
,152,BAHANA PENDAPATAN TETAP MAKARA PRIMA KELAS D,,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Ya,"1.002,8485","-0,09%","-0,12%","-0,39%","0,17%","-0,01%","-1,59%","-2,74%","-2,41%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"735.218.259.402,72","730.246.905,19",24-Jun-2025,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1.029,4149","-0,08%","-0,11%","-0,38%","0,16%","-0,01%","-1,55%","-2,67%","0,17%",,,,,2026-09-12T12:44:27.179197,2
,153,BAHANA PENDAPATAN TETAP REGULAR,IDN000293800,,"Bahana TCW Investment Management, PT","Bank Permata, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"953,4500","-0,12%","0,02%","-0,22%","0,39%","1,33%","-3,31%","-4,90%","-4,87%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"450.592.578.815,99","471.571.793,10",25-Jul-2017,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179203,2
,154,BAHANA PENDAPATAN TETAP SYARIAH GENERASI GEMILANG KELAS G,IDN000275906,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Tidak,"1.641,4800","-0,07%","-0,14%","-0,48%","0,05%","0,60%","-1,37%","-0,96%","1,50%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"376.741.843.485,73","228.406.683,80",13-Jan-2017,Agt-2026,,Maks 4.00%,Rp 100.000,31-Jul-2026,31-Jul-2026,-,-,"4,000","Menghindari investasi risiko tinggi, ingin kestabilan, ingin pendapatan tetap dalam jangka waktu satu hingga dua tahun",11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179209,2
,155,BAHANA PENDAPATAN TETAP SYARIAH GENERASI GEMILANG KELAS I,IDN000577004,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Sharia,IDR,Ya,"959,6200","-0,07%","-0,12%","-0,46%","-0,34%","-0,57%","-3,76%","-4,24%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.143.311.132,88","52.014.460,40",15-Des-2025,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,"990,9786","-0,07%","-0,12%","-0,46%","0,12%","0,35%","-1,52%","-1,11%",-,,,,,"991,2200","-0,07%","-0,12%","-0,44%","0,12%","0,34%","-1,50%","-1,09%","0,00%",,,,,2026-09-12T12:44:27.179215,2
,156,BAHANA PENDAPATAN TETAP UTAMA,IDN000523800,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"973,0800","-0,09%","0,07%","-0,26%","0,63%","1,51%","-2,47%","-4,60%","-3,91%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150.240.539.505,33","153.989.171,21",15-Jul-2020,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,"1.065,6491","-0,09%","0,07%","-0,26%","1,14%","3,07%","-0,01%","-1,23%","1,64%",,,,,"1.063,4925","-0,08%","0,07%","-0,24%","1,05%","2,34%","-0,06%","-1,21%","1,55%",,,,,2026-09-12T12:44:27.179222,2
,157,BAHANA PREMIER FIXED INCOME FUND,IDN000435708,,"Bahana TCW Investment Management, PT","KEB Hana Bank Indonesia, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.438,5600","-0,19%","-0,04%","-0,37%","0,99%","3,37%","0,23%","-1,06%","2,13%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88.271.054.097,81","61.134.706,88",15-Jun-2020,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179228,2
,158,BAHANA PREMIUM PROTECTED FUND USD 3 RESTRUKTURISASI,IDN000312709,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,USD,Tidak,"0,028054","0,00%","0,00%","-0,01%","-0,01%","-0,02%","-80,80%","-80,81%","-80,81%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97.198,88","3.456.122,66",27-Apr-2018,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179234,2
,159,BAHANA PRIMAVERA 99 KELAS A,IDN000434701,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.267,9300","-0,81%","-0,83%","0,82%","4,23%","12,56%","-6,79%","-13,14%","-2,83%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"213.239.536.323,26","169.549.373,71",13-Apr-2020,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179239,2
,160,BAHANA PRIMAVERA 99 KELAS G,IDN000434602,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.178,3300","-0,81%","-0,83%","0,82%","4,23%","12,55%","-6,79%","-13,14%","-2,83%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.285.555.074,97","40.457.180,66",14-Sep-2014,Agt-2026,,Maks 4.00%,"Rp. 100,000",31-Agt-2026,31-Agt-2026,"10,00%","0,00%","7,000","Berani menghadapi risiko tinggi dan fluktuasi harga, serta  mengharapkan pertumbuhan tinggi dalam jangka waktu  lima hingga sepuluh tahun.",11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179246,2
,161,BAHANA PRIMAVERA 99 KELAS S,IDN000180601,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.224,2000","-0,80%","-0,78%","0,89%","4,43%","13,22%","-5,69%","-11,80%","-0,80%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.249.623.675.289,91","1.029.828.629,99",05-Sep-2014,Agt-2026,,Maks 4.00%,"Rp. 100.000,- (seratus ribu rupiah).",29-Sep-2020,30-Sep-2020,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179252,2
,162,BAHANA PRIMAVERA PLUS,IDN000158706,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"13.374,1700","-0,95%","-0,67%","2,05%","5,85%","17,37%","-2,27%","-7,52%","9,80%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.455.237.820,17","3.239.532,67",06-Agt-1996,Agt-2026,,Maks 3.00%,Rp 100.000,31-Agt-2026,31-Agt-2026,"100,00%","0,00%","7,000","Berani menghadapi risiko tinggi dan fluktuasi harga, serta  mengharapkan pertumbuhan tinggi dalam jangka waktu  lima hingga sepuluh tahun.",11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179258,2
,163,BAHANA PRIME INCOME FUND,IDN000211208,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"2.558,6600","0,02%","0,13%","-0,13%","1,97%","3,92%","0,03%","-0,90%","3,21%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.894.919.561.685,43","739.658.667,16",03-Agt-2015,Agt-2026,,,-,30-Mar-2016,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179264,2
,164,BAHANA PROGRESSIVE INCOME FUND KELAS DANA ABADI PUNDI PUNDI PL,,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"987,0900","-0,22%","-0,17%","-0,33%","0,75%","2,02%","0,21%","-1,49%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.163.365.592,51","1.174.688,04",13-Nov-2025,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179270,2
,165,BAHANA PROGRESSIVE INCOME FUND KELAS G,IDN000204302,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"2.091,6900","-0,22%","-0,15%","-0,31%","0,80%","2,16%","0,49%","-1,11%","1,49%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.710.338.769,91","6.057.559,97",31-Jul-2015,Agt-2026,,Maksimum 4%,"Rp100.000,-",29-Sep-2025,30-Sep-2025,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179276,2
,166,BAHANA PROGRESSIVE INCOME FUND KELAS HUMANUSIA,IDN000582905,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Tidak,"1.003,1800","-0,22%","-0,14%","-0,30%","0,85%","2,30%",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.006.162.776,64","1.000.000,00",24-Apr-2026,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179282,2
,167,BAHANA PROGRESSIVE PROTECTED FUND 176 RESTRUKTURISASI,IDN000364304,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Tidak,"1.257,7000","-0,07%","-0,10%","-0,24%","1,00%","3,84%","3,28%","3,83%","7,78%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.953.598.476,00","12.654.653,87",19-Mar-2019,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179289,2
,168,BAHANA PROGRESSIVE PROTECTED FUND 178 RESTRUKTURISASI,IDN000364502,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Tidak,"1.047,9000","-0,07%","-0,11%","-0,26%","1,05%","4,06%","3,42%","4,00%","8,20%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.599.691.303,00","50.063.811,18",27-Nov-2018,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179295,2
,169,BAHANA PROGRESSIVE PROTECTED FUND 188,IDN000409208,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Tidak,"910,2200","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.550.698,00","20.277,82",30-Okt-2019,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179301,2
,170,BAHANA PROGRESSIVE PROTECTED FUND 196,IDN000414604,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Ya,"424,0600","0,00%","0,01%","0,02%","0,05%","0,16%","-0,02%","0,11%","-0,04%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.885.523.859,00","101.150.000,00",26-Des-2019,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,"426,9519","0,00%","0,01%","0,02%","0,05%","0,16%","0,32%","0,45%","0,64%",,,,,"426,9388","0,00%","0,01%","0,02%","0,05%","0,16%","0,32%","0,45%","0,64%",,,,,2026-09-12T12:44:27.179307,2
,171,BAHANA PROGRESSIVE PROTECTED FUND 199 RESTRUKTURISASI,IDN000424801,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Ya,"422,5100","0,00%","0,01%","0,02%","0,05%","0,14%","-0,07%","0,04%","-0,14%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38.200.991.558,00","90.430.000,00",10-Feb-2020,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,"425,4578","0,00%","0,01%","0,02%","0,05%","0,14%","0,28%","0,39%","0,56%",,,,,"425,4462","0,00%","0,01%","0,02%","0,05%","0,14%","0,27%","0,39%","0,56%",,,,,2026-09-12T12:44:27.179313,2
,172,BAHANA PROGRESSIVE PROTECTED FUND 200,IDN000424702,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Ya,"1.028,5200","0,00%","0,12%","0,25%","-1,14%","-1,42%","-1,62%","-3,87%","-3,53%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.297.929.528,00","50.000.000,00",12-Agt-2020,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,"1.433,3799","0,00%","0,12%","0,25%","6,60%","6,29%","16,31%","24,52%","27,27%",,,,,"1.164,7772","0,00%","0,10%","0,22%","0,66%","0,40%","1,92%","1,48%","3,58%",,,,,2026-09-12T12:44:27.179319,2
,173,BAHANA PROGRESSIVE PROTECTED FUND 220,IDN000458601,,"Bahana TCW Investment Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Ya,"1.017,0000","-0,03%","0,09%","0,06%","0,91%","3,07%","-1,28%","-2,89%","-2,42%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76.280.078.495,00","75.050.000,00",13-Jul-2021,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,"1.175,9003","-0,03%","0,09%","0,06%","0,91%","5,04%","0,61%","6,30%","8,73%",,,,,"1.128,9250","-0,02%","0,08%","0,05%","0,82%","4,53%","2,18%","2,33%","4,58%",,,,,2026-09-12T12:44:27.179326,2
,174,BAHANA PROTECTED FUND 208,IDN000451002,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Terproteksi,Konvensional,IDR,Ya,"703,7000","0,00%","0,00%","0,00%","0,00%","-0,01%","0,15%","-3,06%","-30,09%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.110.353.151,02","30.000.000,00",29-Des-2020,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"782,2671","0,00%","0,00%","0,00%","0,00%","-0,01%","2,72%","-0,33%","-25,20%",,,,,2026-09-12T12:44:27.179332,2
,175,BAHANA PROTECTED FUND 211,IDN000454105,,"Bahana TCW Investment Management, PT",STANDARD CHARTERED BANK - CUSTODY,Terproteksi,Konvensional,IDR,Ya,"608,0200","0,00%","0,00%","0,00%","-0,01%","-0,03%","0,06%","-4,15%","-38,20%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94.216.163.108,70","154.950.000,00",08-Mar-2021,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"687,8288","0,00%","0,00%","0,00%","-0,01%","-0,03%","3,09%","-0,87%","-34,07%",,,,,2026-09-12T12:44:27.179338,2
,176,BAHANA PROVIDENT FUND,IDN000160900,,"Bahana TCW Investment Management, PT","Bank Mega, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.928,3159","-0,03%","0,11%","0,01%","0,74%","2,04%","0,88%","0,91%","2,80%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"155.585.479.800,27","80.695.882,14",13-Agt-2013,Agt-2026,,Maks 3%,Rp 100.000.- (seratus ribu Rupiah).,30-Mar-2016,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179344,2
,177,BAHANA QUANTUM PROTECTED FUND 230,IDN000504107,,"Bahana TCW Investment Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Tidak,"1.012,1100","0,02%","0,11%","0,17%","0,49%","1,45%","0,14%","1,27%","0,24%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202.074.007.861,58","200.001.298,16",26-Jul-2023,Agt-2026,,,,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179350,2
,178,BAHANA REGULAR INCOME FUND,IDN000222601,,"Bahana TCW Investment Management, PT","Bank OCBC NISP, Tbk, PT",Pendapatan Tetap,Sharia,IDR,Tidak,"1.057,4700","-0,09%","0,12%","-0,11%","0,44%","1,06%","-1,61%","-2,65%","-2,46%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.042.222.103.896,10","984.470.623,61",17-Des-2015,Agt-2026,,,-,,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179357,2
,179,BAHANA REVOLVING FUND,IDN000171501,,"Bahana TCW Investment Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"2.131,3900","0,02%","0,11%","0,16%","0,44%","1,43%","2,52%","3,42%","4,94%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.694.199.646,86","60.006.415,44",11-Feb-2014,Agt-2026,,,-,30-Mar-2016,,-,-,-,-,11-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-12T12:44:27.179363,2
