_empty_0,No,Reksadana,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,1,ABF INDONESIA BOND INDEX FUND,,"Bahana TCW Investment Management, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,"ETF, Index",IDR,Tidak,"57.959,1878","0,14%","-0,11%","-0,14%","-0,07%","-1,85%","-2,88%","-3,28%","1,36%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.605.478.147.956,00","131.036.577,07",25-Mei-2005,Jun-2026,,Maks 0.30%,Rp 1.000.000,30-Jun-2026,30-Jun-2026,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796739,1
,2,ALLIANZ ALPHA SECTOR ROTATION KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.228,7300","-0,54%","-3,71%","6,52%","3,47%","-11,18%","-17,09%","-19,08%","-15,72%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85.887.164.853,55","74.458.811,58",18-Agt-2010,Jun-2026,,Maks 3.00%,Rp. 100.000,30-Jun-2026,30-Jun-2026,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796762,1
,3,ALLIANZ ALPHA SECTOR ROTATION KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.292,0500","-0,53%","-3,65%","6,80%","3,74%","-10,46%","-15,75%","-17,55%","-12,95%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.366.412.539,85","50.723.204,43",07-Jan-2025,Jun-2026,,,,,,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796774,1
,4,ALLIANZ CAPITAL PROTECTED FUND 50,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.015,2201","0,02%","0,12%","0,51%","0,52%","-1,37%","0,19%","0,73%","0,95%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104.252.645.574,15","103.210.000,00",29-Nov-2019,Jun-2026,,,,,,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796784,1
,5,ALLIANZ CAPITAL PROTECTED FUND 53,,"Allianz Global Investors Asset Management Indonesia, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Ya,"1.005,4200","0,02%","0,14%","0,57%","0,59%","-1,49%","0,23%","0,82%","0,49%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"149.964.608.424,00","150.000.000,00",31-Mar-2020,Jun-2026,,,,,,29-Jul-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1.104,6227","0,02%","0,12%","0,52%","0,53%","1,65%","3,30%","3,87%","6,88%",,,,,2026-07-30T11:09:56.796793,1
,6,ALLIANZ CAPITAL PROTECTED FUND 55,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.041,5153","0,01%","0,10%","0,40%","0,41%","1,27%","0,86%","1,24%","1,50%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.970.809.398,22","15.395.410,04",24-Sep-2020,Jun-2026,,,,,,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796802,1
,7,ALLIANZ CAPITAL PROTECTED FUND 57,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.017,4400","0,02%","0,12%","0,48%","0,50%","1,10%","0,02%","0,52%","0,09%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"159.478.249.557,24","157.500.000,00",24-Jun-2021,Jun-2026,,,,,,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796812,1
,8,ALLIANZ CAPITAL PROTECTED FUND 60,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Permata, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.009,3162","0,02%","0,12%","0,49%","0,51%","-0,12%","0,23%","0,75%","0,51%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200.876.194.244,56","200.000.000,00",25-Apr-2022,Jun-2026,,,,,,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796822,1
,9,ALLIANZ CAPITAL PROTECTED FUND 61,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.038,9014","0,02%","0,11%","0,45%","0,47%","1,43%","1,41%","1,89%","1,44%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"620.563.543.904,13","600.022.000,00",27-Des-2022,Jun-2026,,,,,,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796832,1
,10,ALLIANZ CAPITAL PROTECTED FUND 62,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.018,4357","0,02%","0,11%","0,45%","0,47%","1,44%","0,03%","0,50%","0,10%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"507.288.497.744,08","500.361.000,00",12-Des-2023,Jun-2026,,,,,,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796842,1
,11,ALLIANZ CAPITAL PROTECTED FUND 63,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.017,9170","0,02%","0,11%","0,47%","0,49%","1,50%","0,01%","0,50%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"506.576.309.209,14","500.006.750,00",25-Jun-2024,Jun-2026,,,,,,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796852,1
,12,ALLIANZ CAPITAL PROTECTED FUND 64,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.017,4938","0,02%","0,11%","0,46%","0,48%","1,46%","0,01%","0,49%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"506.420.483.079,05","500.004.850,00",23-Jul-2024,Jun-2026,,,,,,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796862,1
,13,ALLIANZ CAPITAL PROTECTED FUND 65,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.023,5301","0,02%","0,11%","0,43%","0,45%","1,37%","0,08%","0,54%","0,19%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.779.798.613,86","77.302.750,00",27-Agt-2024,Jun-2026,,,,,,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796872,1
,14,ALLIANZ CAPITAL PROTECTED FUND 66,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.020,4319","0,01%","0,09%","0,36%","0,38%","-0,26%","0,85%","1,21%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"323.526.753.279,50","318.201.650,00",22-Okt-2025,Jun-2026,,,,,,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796882,1
,15,ALLIANZ CAPITAL PROTECTED FUND 67,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.002,1195","0,01%","0,09%","-1,88%","-1,87%","-1,10%","0,05%","-0,20%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"433.033.310.808,68","424.003.750,00",26-Nov-2025,Jun-2026,,,,,,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796897,1
,16,ALLIANZ FIXED INCOME FUND 2,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.673,2628","0,16%","-0,15%","-0,28%","-0,21%","-1,87%","-3,21%","-3,90%","0,71%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90.111.522.344,27","53.703.479,06",28-Jun-2016,Jun-2026,,Maks 2.00%,Rp. 100.000,30-Jun-2026,30-Jun-2026,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796906,1
,17,ALLIANZ HIGH DIVIDEND GLOBAL SHARIA EQUITY DOLLAR KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Reksadana Global,"Sharia, ETF",USD,Ya,"1,354500","-1,16%","-2,88%","-3,76%","-1,87%","0,42%","0,88%","2,97%","11,26%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.198.457,64","2.976.005,35",02-Okt-2023,Jun-2026,,Maks. 3.00% p.a,USD 10.000,29-Mei-2026,30-Jun-2026,29-Jul-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1,433090","-0,55%","-1,84%","-1,58%","1,26%","1,93%","3,93%","6,04%","14,91%",,,,,2026-07-30T11:09:56.796915,1
,18,ALLIANZ HIGH DIVIDEND GLOBAL SHARIA EQUITY DOLLAR KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Reksadana Global,"Sharia, ETF",USD,Ya,"1,399800","-1,15%","-2,84%","-3,60%","-1,70%","0,95%","1,94%","4,23%","13,64%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.298.135,55","6.388.200,00",06-Jan-2025,Jun-2026,,,,,,29-Jul-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1,492290","-0,55%","-1,80%","-1,41%","1,42%","2,44%","4,94%","7,22%","17,12%",,,,,2026-07-30T11:09:56.796925,1
,19,ALLIANZ INDO ASIA EQUITY FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.072,2300","-0,46%","-3,51%","6,29%","3,81%","-8,47%","-14,58%","-15,97%","-12,53%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.907.724.324,34","17.752.326,41",06-Jan-2017,Jun-2026,,Maks 3.00%,Rp 1.000.000,30-Jun-2026,30-Jun-2026,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796934,1
,20,ALLIANZ INDO ASIA EQUITY FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.066,9200","-0,45%","-3,49%","6,36%","3,89%","-8,28%","-14,23%","-15,56%","-13,01%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.460.207.895,85","42.329.667,57",07-Jul-2025,Jun-2026,,,,,,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796944,1
,21,ALLIANZ RUPIAH LIQUID FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pasar Uang,Konvensional,IDR,Tidak,"1.884,5200","0,02%","0,08%","0,39%","0,40%","0,69%","1,27%","1,54%","3,25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.139.870.334,00","44.822.873,06",09-Jun-2011,Jun-2026,,Maks 1.50%,Rp. 100.000,30-Jun-2026,30-Jun-2026,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796954,1
,22,ALLIANZ RUPIAH LIQUID FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pasar Uang,Konvensional,IDR,Tidak,"1.906,3400","0,03%","0,10%","0,46%","0,47%","0,88%","1,65%","1,98%","4,02%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100.450.367.785,00","52.935.282,09",06-Jan-2025,Jun-2026,,,,,,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796964,1
,23,ALLIANZ SRI KEHATI INDEX FUND,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Saham,Index,IDR,Tidak,"855,4900","-0,18%","-4,03%","5,42%","2,17%","-11,10%","-17,65%","-21,16%","-16,32%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56.194.923.899,00","69.248.013,15",31-Agt-2017,Jun-2026,,Maks 1.50%,Rp 100.000,30-Jun-2026,30-Jun-2026,29-Jul-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-07-30T11:09:56.796974,1
