_empty_0,No,Reksadana,ISIN Code,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Dalam Negeri (%),Luar Negeri (%),Nilai Risiko,Catatan Risiko,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,278,BNI AM IDX PEFINDO PRIME BANK KELAS R1,IDN000519709,,"BNI Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Index,IDR,Tidak,"708,7700","0,61%","-0,34%","0,62%","3,44%","1,77%","-1,26%","-10,00%","-10,84%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"227.957.105.847,10","323.624.034,80",01-Nov-2023,Agt-2026,,Maks.  3.%,"Rp 10.000,-",31-Agt-2026,31-Agt-2026,"100,00%",-,"5,000","Produk ini berinvestasi pada instrumen saham dan/atau  pasar uang, dan dikategorikan berisiko Tinggi. Investor  memiliki risiko atas portofolio tersebut.",17-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-18T13:30:15.595473,3
,279,BNI AM PEFINDO I GRADE KELAS I2,IDN000515608,,"BNI Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Index,IDR,Tidak,"680,9400","0,37%","-1,67%","0,12%","1,78%","2,09%","-11,46%","-26,90%","-27,27%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.687.778.007,09","23.066.202,41",18-Mar-2024,Agt-2026,,Maksimum 1.50%,Rp 1.000.000.000,,,-,-,-,-,17-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-18T13:30:15.595479,3
,280,BNI AM PEFINDO I GRADE KELAS R1,IDN000515400,,"BNI Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Index,IDR,Tidak,"682,6700","0,37%","-1,68%","0,09%","1,71%","1,92%","-11,73%","-27,21%","-27,69%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.486.674.791,17","6.577.885,72",13-Sep-2023,Agt-2026,,Maksimum 3% per tahun,"Rp 10.000,-",31-Agt-2026,31-Agt-2026,"100,00%","0,00%","5,000","Produk ini berinvestasi pada instrumen saham dan/atau  pasar uang, dan dikategorikan berisiko Tinggi. Investor  memiliki risiko atas portofolio tersebut.",17-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-18T13:30:15.595486,3
,281,BNI AM PROTEKSI ALOCASIA,,,"BNI Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Ya,"1.008,9493","0,02%","0,11%","0,28%","-2,39%","-1,47%","0,07%","-1,65%","0,04%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"201.227.264.265,30","200.000.900,00",08-Jan-2025,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,"1.074,6151","0,02%","0,11%","0,28%","-2,39%","-1,47%","0,07%","1,34%","3,08%",,,,,"1.073,1237","0,02%","0,11%","0,26%","-2,25%","-1,39%","0,07%","1,28%","2,97%",,,,,2026-09-18T13:30:15.595492,3
,282,BNI AM PROTEKSI AZALEA,IDN000535408,,"BNI Asset Management, PT","Bank Pembangunan Daerah Jawa Barat Dan Banten, Tbk, PT",Terproteksi,Konvensional,IDR,Ya,"1.010,9480","0,02%","0,11%","0,28%","0,56%","-1,86%","-0,38%","-2,01%","-0,40%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100.815.553.594,50","100.000.900,00",07-Jun-2024,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,"1.169,1479","0,02%","0,11%","0,28%","0,56%","-1,86%","-0,38%","0,89%","2,59%",,,,,"1.162,5508","0,01%","0,10%","0,24%","0,48%","-1,62%","-0,33%","0,78%","2,29%",,,,,2026-09-18T13:30:15.595498,3
,283,BNI AM PROTEKSI CANANGA,,,"BNI Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Tidak,"1.006,3132","0,02%","0,11%","0,27%","-1,56%","-0,63%",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175.623.119.554,64","175.000.900,00",26-Mar-2026,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-18T13:30:15.595504,3
,284,BNI AM PROTEKSI DAHLIA,,,"BNI Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Tidak,"1.011,6008","0,02%","0,11%","0,27%","0,55%","-0,76%","0,74%",-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"504.425.476.751,08","500.000.900,00",20-Feb-2026,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-18T13:30:15.595510,3
,285,BNI AM PROTEKSI GARDENIA,,,"BNI Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Terproteksi,Konvensional,IDR,Ya,"1.010,8931","0,02%","0,11%","0,26%","0,53%","-0,59%","0,32%","0,90%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"302.468.851.936,86","300.000.900,00",16-Des-2025,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,"1.017,4358","0,02%","0,11%","0,26%","0,53%","-0,59%","0,32%","1,55%",-,,,,,"1.017,3608","0,02%","0,11%","0,26%","0,53%","-0,59%","0,32%","1,54%","0,00%",,,,,2026-09-18T13:30:15.595517,3
,286,BNI AM PROTEKSI GERANIUM,IDN000522604,,"BNI Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Ya,"1.045,2992","0,02%","0,11%","0,27%","0,55%","1,50%","0,08%","1,34%","0,10%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"208.491.276.527,67","200.000.900,00",22-Apr-2024,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,,"0,00%",-,-,-,-,-,-,-,,,,,"1.116,9514","0,02%","0,11%","0,26%","0,51%","1,40%","0,08%","1,26%","2,88%",,,,,2026-09-18T13:30:15.595523,3
,287,BNI AM PROTEKSI KAMELIA,IDN000514403,,"BNI Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Ya,"1.022,9451","0,01%","0,02%","0,17%","0,41%","1,25%","0,08%","1,13%","0,13%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"842.542.960.825,13","825.000.800,00",18-Sep-2023,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,"1.142,8259","0,01%","0,02%","0,17%","0,41%","1,25%","0,08%","1,21%","2,75%",,,,,"1.135,5872","0,01%","0,02%","0,15%","0,37%","1,12%","0,07%","1,09%","2,49%",,,,,2026-09-18T13:30:15.595529,3
,288,BNI AM PROTEKSI LILY,,,"BNI Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Ya,"1.007,9473","0,02%","0,11%","0,27%","-0,26%","0,67%","0,07%","-1,57%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150.790.403.736,11","150.000.900,00",09-Jul-2025,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,"1.061,5078","0,02%","0,11%","0,27%","-0,26%","0,67%","0,07%","1,30%","5,06%",,,,,"1.060,7432","0,02%","0,10%","0,25%","-0,25%","0,63%","0,07%","1,24%","4,98%",,,,,2026-09-18T13:30:15.595535,3
,289,BNI AM PROTEKSI MARIGOLD,IDN000506904,,"BNI Asset Management, PT","KEB Hana Bank Indonesia, PT",Terproteksi,Konvensional,IDR,Ya,"1.009,3768","0,02%","0,11%","0,28%","0,40%","-0,05%","-1,35%","-0,25%","-1,34%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"201.319.356.168,19","200.000.900,00",13-Okt-2023,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,"1.139,4896","0,02%","0,11%","0,28%","0,40%","-0,05%","-1,35%","-0,09%","1,61%",,,,,"1.132,8208","0,01%","0,10%","0,25%","0,36%","-0,05%","-1,21%","-0,08%","1,46%",,,,,2026-09-18T13:30:15.595541,3
,290,BNI AM PROTEKSI RAFLESIA,IDN000585205,,"BNI Asset Management, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.022,1215","0,02%","-0,31%","-0,15%","0,11%","1,01%",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.177.398.263.761,42","2.127.000.400,00",01-Apr-2026,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-18T13:30:15.595547,3
,291,BNI AM PROTEKSI VANILLA,,,"BNI Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Terproteksi,Konvensional,IDR,Ya,"1.021,0451","0,01%","0,08%","0,19%","0,39%","-1,03%","0,03%","0,92%","2,11%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"509.536.361.470,30","500.000.900,00",17-Sep-2025,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,"1.021,0577","0,01%","0,08%","0,19%","0,39%","-1,03%","0,03%","0,92%","2,11%",,,,,"1.021,0577","0,01%","0,08%","0,19%","0,39%","-1,03%","0,03%","0,92%","2,11%",,,,,2026-09-18T13:30:15.595553,3
,292,BNI AM PROTEKSI WIJAYAKUSUMA,,,"BNI Asset Management, PT","BANK PEMBANGUNAN DAERAH JAWA TENGAH, PT",Terproteksi,Konvensional,IDR,Ya,"1.000,7425","0,01%","-2,14%","-2,02%","-1,86%","-1,15%","0,00%","-1,05%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102.135.011.400,25","100.000.900,00",01-Okt-2025,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,"1.021,3352","0,01%","-2,14%","-2,02%","-1,86%","-1,15%","0,00%","0,99%",-,,,,,"1.021,3306","0,01%","-2,10%","-1,98%","-1,82%","-1,13%","0,00%","0,99%","0,00%",,,,,2026-09-18T13:30:15.595559,3
,293,BNI AM QUALITY LONG DURATION FUND,IDN000242708,,"BNI Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Pendapatan Tetap,Konvensional,IDR,Ya,"1.597,8100","-0,03%","-0,25%","-0,64%","0,41%","0,21%","-2,03%","-5,06%","-4,94%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.393.089.977,00","5.840.990,18",30-Mei-2016,Agt-2026,,Maksimum 2.50% per tahun,Rp10.000,31-Agt-2026,31-Agt-2026,"100,00%",-,"2,000","Produk ini berinvestasi pada instrumen obligasi dan/atau  pasar uang, dan dikategorikan berisiko Sedang. Investor  memiliki risiko atas portofolio tersebut.",17-Sep-2026,"1.759,0748","-0,03%","-0,25%","-0,64%","0,41%","0,21%","4,20%","0,98%","1,10%",,,,,"1.721,7883","-0,03%","-0,23%","-0,60%","0,38%","0,20%","0,01%","-2,92%","-0,89%",,,,,2026-09-18T13:30:15.595565,3
,294,BNI AM SHORT DURATION BONDS INDEX KELAS R1,IDN000472008,,"BNI Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Index,IDR,Ya,"1.055,7700","-0,03%","-0,17%","-1,37%","-0,80%","-0,01%","-1,30%","-4,88%","-5,26%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"169.609.742.601,42","158.455.269,23",02-Nov-2021,Agt-2026,,Maksimum 1.50%,"Rp 10.000,-",31-Agt-2026,31-Agt-2026,"100,00%",-,"2,000","Produk ini berinvestasi pada instrumen obligasi dan/atau  pasar uang, dan dikategorikan berisiko Sedang. Investor  memiliki risiko atas portofolio tersebut.",17-Sep-2026,"1.235,6314","-0,03%","-0,17%","-0,36%","0,22%","1,02%","2,85%","0,15%","0,79%",,,,,"1.201,4700","-0,03%","-0,15%","-0,31%","0,20%","0,90%","0,66%","-1,71%","-1,14%",,,,,2026-09-18T13:30:15.595572,3
,295,BNI AM SRI KEHATI KELAS I2,,,"BNI Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Index,IDR,Tidak,"812,0700","0,70%","-0,40%","0,14%","2,43%","3,61%","-4,51%","-12,88%","-11,70%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.894.358.075,29","27.000.000,00",14-Okt-2024,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-18T13:30:15.595577,3
,296,BNI AM SRI KEHATI KELAS R1,IDN000498409,,"BNI Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Index,IDR,Tidak,"789,4300","0,69%","-0,41%","0,12%","2,38%","3,47%","-4,77%","-13,23%","-12,13%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87.758.408.300,93","111.300.755,30",14-Jul-2023,Agt-2026,,Maks 3%,Rp10.000,31-Jul-2026,31-Jul-2026,-,-,"5,000","Produk ini berinvestasi pada instrumen saham dan/atau pasar uang, dan dikategorikan berisiko Tinggi. Investor memiliki risiko atas portofolio tersebut",17-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-18T13:30:15.595584,3
,297,BNI AM TEAKWOOD KELAS I1,,,"BNI Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"986,6200","0,04%","-0,05%","-0,58%","-0,01%","0,03%","-0,82%","-3,86%","-4,13%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111.815.553.471,72","112.671.581,09",11-Jun-2025,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,"1.063,1407","0,04%","-0,05%","-0,13%","0,45%","1,39%","2,83%","1,03%","2,12%",,,,,"1.052,7658","0,03%","-0,05%","-0,13%","0,42%","1,30%","1,80%","0,09%","1,15%",,,,,2026-09-18T13:30:15.595590,3
,298,BNI AM TEAKWOOD KELAS R1,IDN000498003,,"BNI Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"966,1600","0,03%","-0,08%","-0,72%","-0,22%","-0,57%","-2,00%","-5,48%","-6,35%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.179.640.970.325,76","2.239.654.902,69",13-Des-2022,Agt-2026,,Maksimum 2%,"Rp 10.000,-",31-Agt-2026,31-Agt-2026,"100,00%",-,"2,000","Produk ini berinvestasi pada instrumen obligasi dan/atau  pasar uang, dan dikategorikan berisiko Sedang. Investor  memiliki risiko atas portofolio tersebut.",17-Sep-2026,"1.173,6946","0,03%","-0,08%","-0,21%","0,30%","1,00%","2,18%","0,08%","0,73%",,,,,"1.150,1736","0,03%","-0,07%","-0,17%","0,25%","0,84%","0,94%","-0,86%","-0,29%",,,,,2026-09-18T13:30:15.595596,3
,299,BNI AM TEAKWOOD KELAS UNPAD IDAMAN,IDN000498102,,"BNI Asset Management, PT",STANDARD CHARTERED BANK - CUSTODY,Pendapatan Tetap,Konvensional,IDR,Ya,"982,4100","0,03%","-0,07%","-0,64%","-0,12%","-0,29%","-1,45%","-4,72%","-5,32%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.914.968.761,10","10.027.874,63",17-Jan-2025,Agt-2026,,Maks. 1.75%,"Rp10.000,-",31-Agt-2026,31-Agt-2026,"100,00%",-,"2,000","Produk ini berinvestasi pada instrumen obligasi dan/atau  pasar uang, dan dikategorikan berisiko Sedang. Investor  memiliki risiko atas portofolio tersebut.",17-Sep-2026,"1.080,6560","0,03%","-0,07%","-0,19%","0,33%","1,07%","2,18%","0,14%","0,86%",,,,,"1.069,5845","0,03%","-0,07%","-0,18%","0,30%","0,99%","1,17%","-0,75%","-0,06%",,,,,2026-09-18T13:30:15.595601,3
,300,BNI-AM DANA LANCAR SYARIAH,IDN000157302,,"BNI Asset Management, PT","Bank Maybank Indonesia, Tbk, PT",Pasar Uang,Sharia,IDR,Tidak,"1.903,5900","0,02%","0,08%","0,20%","0,42%","0,97%","2,04%","2,61%","3,85%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86.213.614.598,82","45.380.184,98",28-Jun-2013,Agt-2026,,Maks 1%,Rp10.000,31-Agt-2026,31-Agt-2026,"100,00%",-,"1,000","Produk ini berinvestasi pada instrumen pasar uang  syariah, dan dikategorikan berisiko Rendah. Investor  memiliki risiko atas portofolio tersebut.",17-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-18T13:30:15.595607,3
Memuat data...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-18T13:30:15.595615,3
,301,BNI-AM DANA LIKUID KELAS I1,,,"BNI Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.105,8700","0,03%","0,12%","0,27%","0,55%","1,33%","2,26%","2,97%","4,45%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"353.759.099.877,00","320.753.918,46",17-Sep-2024,Agt-2026,,Maks 1%,,,,-,-,-,-,17-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-18T13:30:24.879746,4
,302,BNI-AM DANA PENDAPATAN TETAP,IDN000182706,,"BNI Asset Management, PT","Bank Mega, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Ya,"1.583,9713","0,01%","-2,31%","-2,40%","-1,42%","-2,08%","-1,96%","-6,16%","-3,56%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"914.301.432.799,13","563.345.345,46",15-Jul-2014,Agt-2026,,Maks 1%,Rp 1.000.000.000.- (satu miliar Rupiah).,30-Mei-2022,31-Mei-2022,-,-,-,-,17-Sep-2026,"2.681,6475","0,01%","-2,31%","-2,40%","-1,42%","-2,08%","-1,96%","-4,23%","-1,28%",,,,,"2.397,3613","0,01%","-1,54%","-1,60%","-0,94%","-1,38%","-1,30%","-2,84%","-0,82%",,,,,2026-09-18T13:30:24.879769,4
,303,BNI-AM DANA PENDAPATAN TETAP KASTARA,IDN000287208,,"BNI Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Ya,"1.213,5746","0,01%","-0,21%","-0,49%","0,66%","0,23%","0,52%","-3,24%","-2,07%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"770.781.485.190,85","632.028.132,54",06-Jul-2017,Agt-2026,,,,30-Mei-2022,31-Mei-2022,-,-,-,-,17-Sep-2026,"1.628,0077","0,01%","-0,21%","-0,49%","0,66%","0,23%","0,52%","-2,24%","0,65%",,,,,"1.556,1836","0,00%","-0,16%","-0,38%","0,52%","0,18%","0,41%","-1,76%","0,55%",,,,,2026-09-18T13:30:24.879781,4
,304,BNI-AM DANA PENDAPATAN TETAP MAKARA INVESTASI,IDN000267705,,"BNI Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Ya,"1.213,2103","0,03%","-0,07%","-0,67%","-0,19%","-0,50%","-2,12%","-5,34%","-6,16%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"168.895.579.258,57","138.278.915,67",09-Nov-2016,Agt-2026,,Maks 1.50%,Rp10.000,31-Agt-2026,31-Agt-2026,"100,00%",-,"2,000","Produk ini berinvestasi pada instrumen obligasi dan/atau  pasar uang, dan dikategorikan berisiko Sedang. Investor  memiliki risiko atas portofolio tersebut.",17-Sep-2026,"1.741,2929","0,03%","-0,07%","-0,67%","-0,19%","-0,50%","-1,59%","-3,36%","-2,69%",,,,,"1.657,5107","0,02%","-0,05%","-0,49%","-0,14%","-0,36%","-1,17%","-2,49%","-1,97%",,,,,2026-09-18T13:30:24.879791,4
,305,BNI-AM DANA PENDAPATAN TETAP MANGGALA KELAS A,IDN000536901,,"BNI Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Ya,"1.100,8434","0,05%","0,04%","0,05%","0,58%","1,84%","-1,03%","-3,55%","-3,86%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.277.325.433.128,74","1.160.923.920,39",26-Okt-2017,Agt-2026,,,,30-Mei-2022,31-Mei-2022,-,-,-,-,17-Sep-2026,"1.826,3363","0,05%","0,04%","0,05%","0,58%","1,84%","0,73%","-0,28%","0,93%",,,,,"1.645,4088","0,03%","0,03%","0,03%","0,39%","1,22%","0,49%","-0,20%","0,65%",,,,,2026-09-18T13:30:24.879800,4
,306,BNI-AM DANA PENDAPATAN TETAP MANGGALA KELAS I1,,,"BNI Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Ya,"1.017,9509","0,05%","0,03%","0,04%","0,55%","0,62%","-0,85%","-2,96%","-4,45%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.141.347.797,54","49.276.018,72",09-Jul-2024,Agt-2026,,,,,,-,-,-,-,17-Sep-2026,"1.121,5721","0,05%","0,03%","0,04%","0,55%","0,62%","-0,30%","-1,36%","-0,25%",,,,,"1.119,7530","0,04%","0,03%","0,03%","0,50%","0,57%","-0,27%","-1,24%","-0,20%",,,,,2026-09-18T13:30:24.879810,4
,307,BNI-AM DANA PENDAPATAN TETAP SYARIAH ARDHANI,IDN000246303,,"BNI Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Pendapatan Tetap,Sharia,IDR,Ya,"1.551,9800","0,10%","-0,08%","-0,36%","0,58%","0,54%","-2,73%","-4,03%","-3,66%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"278.839.123.690,00","179.022.129,37",11-Jun-2016,Agt-2026,,Maksimum 2.50%,Rp10.000,31-Agt-2026,31-Agt-2026,"100,00%",-,"2,000","Produk ini berinvestasi pada instrumen sukuk dan/atau  pasar uang syariah, dan dikategorikan berisiko Sedang.  Investor memiliki risiko atas portofolio tersebut.",17-Sep-2026,"1.683,0139","0,10%","-0,08%","-0,36%","0,58%","0,54%","3,42%","2,04%","2,43%",,,,,"1.708,5527","0,09%","-0,08%","-0,33%","0,53%","0,49%","-0,66%","-1,90%","0,37%",,,,,2026-09-18T13:30:24.879821,4
,308,BNI-AM DANA PENDAPATAN TETAP SYARIAH DOMPET DHUAFA,IDN000007200,,"BNI Asset Management, PT","Bank Cimb Niaga, Tbk, PT",Pendapatan Tetap,Sharia,IDR,Ya,"4.080,2588","0,01%","-0,04%","-0,29%","0,05%","0,24%","0,26%","-0,40%","0,88%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.625.236.362,74","2.840.996,21",23-Apr-2004,Agt-2026,,Maks 1.50%,Rp10.000,31-Agt-2026,31-Agt-2026,"100,00%",-,"2,000","Produk ini berinvestasi pada instrumen sukuk dan/atau  pasar uang syariah, dan dikategorikan berisiko Sedang.  Investor memiliki risiko atas portofolio tersebut.",17-Sep-2026,"4.423,3251","0,01%","-0,04%","-0,29%","0,05%","0,24%","0,26%","-0,40%","0,88%",,,,,"4.300,4783","0,01%","-0,03%","-0,27%","0,04%","0,23%","0,24%","-0,38%","0,84%",,,,,2026-09-18T13:30:24.879832,4
,309,BNI-AM DANA PRIORITAS,IDN000393600,,"BNI Asset Management, PT","BANK DBS INDONESIA - CUSTODY, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.418,9700","0,07%","-0,09%","0,01%","0,92%","1,06%","1,20%","-0,09%","1,99%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109.550.710.570,00","77.211.542,44",09-Okt-2019,Agt-2026,,,,30-Mei-2022,31-Mei-2022,-,-,-,-,17-Sep-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-09-18T13:30:24.879842,4
